id,name,slug,batch,website,yc_url,location,region,teamSize,oneLiner,github_org,stage,commit_velocity_30d,commit_velocity_90d,acceleration_ratio,active_repos,contributors,commits_per_employee,stabilized_efficiency,total_stars,total_forks,pr_merge_rate,issue_close_rate,founder_linkedin,founder_twitter,last_scored,open_jobs,hiring_intensity,best_headcount,log_commit,log_eff,log_accel,log_repos,log_contrib,log_stars,log_forks,log_pr,log_issues,log_hiring,log_commit_z,log_eff_z,log_accel_z,log_repos_z,log_contrib_z,log_stars_z,log_forks_z,log_pr_z,log_issues_z,log_hiring_z,raw_score,final_score
29231,Ubicloud,ubicloud,W24,https://www.ubicloud.com,https://www.ycombinator.com/companies/ubicloud,Unknown,Remote,15.0,Open source alternative to AWS,ubicloud,Series B/C,183,320,1.34,5,33,21.33,82.62,11914,551,0.6,1.0,https://linkedin.com/in/umurc,https://x.com/UbicloudHQ,2026-03-23T09:06:09.198840+00:00,16.0,106.7,15.0,5.771441123130016,4.426282725928419,0.8501509293696101,1.791759469228055,3.5263605246161616,9.385553389532843,6.313548046277095,0.4700036292457356,0.6931471805599453,4.679349584162343,1.385203624624055,1.5522171110839396,-0.152756702867916,0.6708396838285234,1.4659260109745853,1.4327501990344234,1.0758994043811196,-1.618389379073464,1.6040640429293662,1.1930087918339924,0.9847,96.0
26254,Eventual,eventual,W22,https://www.daft.ai/,https://www.ycombinator.com/companies/eventual,"San Francisco, CA, USA",United States of America,18.0,Building the AI data engine for any modality and scale,Eventual-Inc,Series B/C,114,172,1.97,4,25,9.56,40.54,5335,421,0.59,0.36,https://linkedin.com/in/sammy-sidhu,https://x.com/daftengine,2026-03-23T09:06:09.198840+00:00,21.0,116.7,18.0,5.153291594497779,3.7266568184479665,1.0885619528146082,1.6094379124341003,3.258096538021482,8.58223158759546,6.045005314036012,0.46373401623214017,0.3074846997479606,4.768139014266231,0.19310566776393887,0.24227628460465536,0.14470039954909322,-0.017683667358093024,1.0893422754018727,1.1435665314362082,0.9518334847327364,-1.6990010052468258,0.03932414158648914,1.2783734671577376,0.3665,62.9
27664,Infisical,infisical,W23,https://infisical.com,https://www.ycombinator.com/companies/infisical,"San Francisco, CA, USA",United States of America,40.0,"Unified platform for secrets, certs, and privileged access management",Infisical,Series B/C,137,224,1.57,5,18,5.6,35.42,25535,1785,0.63,0.14,https://linkedin.com/in/vmatsiiako,https://x.com/infisical,2026-03-23T09:06:09.198840+00:00,19.0,47.5,40.0,5.41610040220442,3.595118074299462,0.9439058989071285,1.791759469228055,2.9444389791664403,10.147844500249535,7.487733761436444,0.48858001481867097,0.1310282624064041,3.8815637979434374,0.6999310040303062,-0.004009579571627077,-0.035781903746435695,0.6708396838285234,0.649035931253208,1.7071634399584545,1.6183696078139906,-1.3795432738656166,-0.6766086807503278,0.4259949193630063,0.302,59.4
25643,Mintlify,mintlify,W22,https://mintlify.com,https://www.ycombinator.com/companies/mintlify,"San Francisco, CA, USA",United States of America,55.0,The intelligent knowledge platform,mintlify,Series B/C,151,228,1.96,5,13,4.15,30.74,2218,760,0.78,0.41,https://linkedin.com/in/han-y-wang,https://x.com/hahnbeeIee,2026-03-23T09:06:09.198840+00:00,22.0,40.0,55.0,5.43372200355424,3.457577715098263,1.085189268335969,1.791759469228055,2.639057329615259,7.704811922932594,6.634633357861686,0.5766133643039938,0.3435897043900769,3.713572066704308,0.7339141650499459,-0.26153253559696565,0.14049241898726195,0.6708396838285234,0.2203471466602268,0.8277087568332208,1.2242398347285985,-0.24765340377136205,0.1858121828466686,0.26448290630556387,0.2963,59.1
25561,LanceDB,lancedb,W22,https://lancedb.com,https://www.ycombinator.com/companies/lancedb,"San Francisco, CA, USA",United States of America,35.0,"Open-source, serverless vectordb for production-scale generative AI",lancedb,Series B/C,116,210,1.23,5,33,6.0,35.5,9610,808,0.77,0.05,https://linkedin.com/in/changshe,https://x.com/lancedb,2026-03-23T09:06:09.198840+00:00,8.0,22.9,35.0,5.351858133476067,3.597312260588446,0.8020015854720274,1.791759469228055,3.5263605246161616,9.170663554823284,6.695798917058491,0.5709795465857378,0.04879016416943201,3.173878458937465,0.5760401430850878,9.869339269504513e-05,-0.21283095661717383,0.6708396838285234,1.4659260109745853,1.3553931170020244,1.2524981357044993,-0.320090284141507,-1.010271508026179,-0.2543938287676513,0.2502,56.6
25174,GrowthBook,growthbook,W22,https://www.growthbook.io,https://www.ycombinator.com/companies/growthbook,"Palo Alto, CA, USA",United States of America,25.0,Open source feature flagging and A/B testing,growthbook,Series B/C,114,149,3.26,5,28,5.96,29.8,7491,769,0.79,0.7,https://linkedin.com/in/grahammcnicoll,https://x.com/growth_book,2026-03-23T09:06:09.198840+00:00,1.0,4.0,25.0,5.0106352940962555,3.427514689979529,1.449269160281279,1.791759469228055,3.367295829986474,8.921591063563978,6.646390514847729,0.5822156198526637,0.5306282510621704,1.6094379124341003,-0.08200622080801796,-0.31782087990988994,0.5947421769953448,0.6708396838285234,1.2426341048869995,1.2657307969374127,1.2296716052395738,-0.17562233438355024,0.9446795646329859,-1.7584913227971035,0.0782,47.4
26290,Mono,mono-2,W22,https://mono.la,https://www.ycombinator.com/companies/mono-2,"Bogotá, Bogota, Colombia",Colombia,30.0,Embedded finance infrastructure for LatAm enterprises.,mono,Series B/C,38,117,0.48,5,7,3.9,21.36,6105,1615,0.85,0.41,https://linkedin.com/in/sebastian-ortiz-v,https://x.com/juanpoveda93,2026-03-23T09:06:09.198840+00:00,1.0,3.3,30.0,4.770684624465665,3.1072736482868986,0.3920420877760237,1.791759469228055,2.0794415416798357,8.717027173294824,7.38770923908104,0.6151856390902335,0.3435897043900769,1.4586150226995167,-0.5447497638578158,-0.9174224817690261,-0.7243230954071358,0.6708396838285234,-0.5652305470933497,1.1920908983270124,1.57215858489838,0.24829009210023142,0.1858121828466686,-1.9034967248873897,-0.4102,21.2
29389,Delve,delve,W24,https://delve.co/?utm_source=yc&utm_medium=bio&utm_campaign=delve,https://www.ycombinator.com/companies/delve,"San Francisco, CA, USA",United States of America,45.0,AI that makes compliance effortless,go-delve,Series B/C,49,76,1.81,2,9,1.69,11.33,24737,2206,0.86,0.8,https://linkedin.com/in/karun-kaushik,https://x.com/getdelve,2026-03-23T09:06:09.198840+00:00,2.0,4.4,45.0,4.343805421853684,2.512035317176253,1.0331844833456545,1.0986122886681096,2.302585092994046,10.116095801934955,7.699389406256737,0.6205764877251099,0.5877866649021191,1.6863989535702286,-1.3679839518475856,-2.031913787866084,0.07560786611923027,-1.946777387991657,-0.251985995748368,1.6957343899837907,1.7161538673404302,0.31760299450257984,1.1765871399940406,-1.6844987959673219,-0.5843,11.9
25763,Cinder,cinder-2,W22,http://www.cinder.co,https://www.ycombinator.com/companies/cinder-2,"New York, NY, USA",United States of America,23.0,"Cinder | Responsible AI, Trust & Safety, and Data Labeling At Scale",cinder,Series B/C,1,63,0.02,1,3,2.74,13.14,5694,1079,0.89,0.19,https://linkedin.com/in/glenwise,,2026-03-23T09:06:09.198840+00:00,12.0,52.2,23.0,4.1588830833596715,2.6490076604684267,0.019802627296179712,0.6931471805599453,1.3862943611198906,8.647343875881283,6.984716320118265,0.636576829071551,0.173953307123438,3.9740583963475986,-1.7246056617828522,-1.775454353390428,-1.1887532619306638,-3.4779852162539795,-1.5382569971600348,1.1670059678946678,1.3859770908558677,0.5233275794918905,-0.502449840890521,0.5149218485338874,-0.7375,3.7
25522,Unlayer,unlayer,W22,https://unlayer.com,https://www.ycombinator.com/companies/unlayer,"San Francisco, CA, USA",United States of America,35.0,Unlayer makes embeddable email and web editing software.,unlayer,Series B/C,26,88,0.42,3,3,2.51,14.87,5112,856,0.69,0.2,https://linkedin.com/in/adeelr,https://x.com/umairsiddique,2026-03-23T09:06:09.198840+00:00,4.0,11.4,35.0,4.48863636973214,2.7644305345383176,0.35065687161316933,1.3862943611198906,1.3862943611198906,8.53954159508,6.75343791859778,0.5247285289349821,0.18232155679395462,2.517696472610991,-1.0886782676095907,-1.559342952372947,-0.7759579833616528,-0.8603681444337994,-1.5382569971600348,1.1281987814565761,1.2791271778457947,-0.9147633105173697,-0.4684975255491688,-0.8852657934881047,-0.7835,1.2
