id,name,slug,batch,website,yc_url,location,region,teamSize,oneLiner,github_org,stage,commit_velocity_30d,commit_velocity_90d,acceleration_ratio,active_repos,contributors,commits_per_employee,stabilized_efficiency,total_stars,total_forks,pr_merge_rate,issue_close_rate,founder_linkedin,founder_twitter,last_scored,open_jobs,hiring_intensity,best_headcount,log_commit,log_eff,log_accel,log_repos,log_contrib,log_stars,log_forks,log_pr,log_issues,log_hiring,log_commit_z,log_eff_z,log_accel_z,log_repos_z,log_contrib_z,log_stars_z,log_forks_z,log_pr_z,log_issues_z,log_hiring_z,raw_score,final_score
25315,Rebill,rebill,W22,https://www.rebill.com,https://www.ycombinator.com/companies/rebill,"Buenos Aires, Argentina",Argentina,10.0,Global payments infrastructure in LATAM and US,Rebilly,Pre-A,52,133,0.64,5,6,13.3,42.06,121,45,0.96,0.75,https://linkedin.com/in/nahuelcandia,https://x.com/rebillteam,2026-03-09T08:55:10.718847+00:00,2.0,20.0,10.0,4.897839799950911,3.762594491936217,0.49469624183610705,1.791759469228055,1.9459101490553132,4.804021044733257,3.828641396489095,0.6729444732424258,0.5596157879354227,3.044522437723423,-0.1542064235912306,0.3710485462598446,-0.5920486932184668,0.704709545645273,-0.6753105380772266,-0.15505494963342828,-0.026853212535014694,0.6962130553126662,0.9375930938195741,-0.4311152145682641,0.019,51.7
29441,Retell AI,retell-ai,W24,https://retellai.com,https://www.ycombinator.com/companies/retell-ai,Unknown,Unknown,24.0,Supercharge Your Contact Center Operations with AI Phone Agents,RetellAI,Series A (low traction),84,174,0.93,5,12,7.25,35.52,112,32,0.98,0.27,https://linkedin.com/in/binw,https://x.com/retellai,2026-03-09T08:55:10.718847+00:00,4.0,16.7,24.0,5.1647859739235145,3.597860055726768,0.6575200029167942,1.791759469228055,2.5649493574615367,4.727387818712341,3.4965075614664802,0.6830968447064438,0.23901690047049992,2.8735646395797834,0.3019853093398157,0.08735069526334384,-0.4058861901210986,0.704709545645273,0.1419132042889098,-0.18185506269155607,-0.17659906250318166,0.7829461287313021,-0.35194328492802684,-0.5864022488899376,-0.0006,50.7
29286,PointOne,pointone,W24,https://pointone.com/,https://www.ycombinator.com/companies/pointone,"New York, NY, USA",United States of America,15.0,AI Time Platform for Law Firms,PointOneNav,Series A (low traction),41,79,1.08,5,8,5.27,20.4,58,29,0.98,0.75,https://linkedin.com/in/katon-luaces,https://x.com/PointOneAI,2026-03-09T08:55:10.718847+00:00,15.0,100.0,15.0,4.382026634673881,3.0633909220278057,0.7323678937132266,1.791759469228055,2.1972245773362196,4.07753744390572,3.4011973816621555,0.6830968447064438,0.5596157879354227,4.61512051684126,-1.035693871920519,-0.833086756330397,-0.3203097938399846,0.704709545645273,-0.34353814821665657,-0.40912023760316296,-0.2195706070446935,0.7829461287313021,0.9375930938195741,0.9955147518086149,-0.0927,46.1
27690,Credal.ai,credal-ai,W23,https://credal.ai,https://www.ycombinator.com/companies/credal-ai,"New York, NY, USA",United States of America,14.0,Connect AI to every tool. Enterprise security built in.,Credal-ai,Pre-A,40,123,0.48,3,17,8.79,32.87,85,10,0.75,0.0,https://linkedin.com/in/ravin-thambapillai-77aa0a11,https://x.com/ravin_tham,2026-03-09T08:55:10.718847+00:00,14.0,100.0,14.0,4.820281565605037,3.5225296668296804,0.3920420877760237,1.3862943611198906,2.8903717578961645,4.454347296253507,2.3978952727983707,0.5596157879354227,0.0,4.61512051684126,-0.28674784496761513,-0.042379735948151434,-0.7094170315146068,-0.7479486612530053,0.571519129602839,-0.27734258489700003,-0.6719193629503725,-0.27196912931354483,-1.3133346070545804,0.9955147518086149,-0.137,43.9
25328,Momento,momento,W22,https://www.tumomento.com/,https://www.ycombinator.com/companies/momento,"Mexico City, CDMX, Mexico",Mexico,18.0,Building a full-stack auto insurer for the underserved in LatAm,momentohq,Series A (low traction),47,91,1.07,5,10,5.06,21.45,76,48,0.94,0.33,https://linkedin.com/in/lois-rogel-vence-54b49090,,2026-03-09T08:55:10.718847+00:00,5.0,27.8,18.0,4.5217885770490405,3.1112906141882632,0.7275486072772778,1.791759469228055,2.3978952727983707,4.343805421853684,3.8918202981106265,0.6626879730752367,0.2851789422336624,3.3603753871419,-0.7968508057656304,-0.7505961730498123,-0.3258198644838806,0.704709545645273,-0.07862301117548284,-0.3160012044723268,0.001631624978535351,0.6085903963928371,-0.16626693201998036,-0.1442147728830093,-0.2783,36.8
27957,Infinia,infinia,W23,https://www.infiniaweb.com/,https://www.ycombinator.com/companies/infinia,Unknown,Remote,12.0,Move money programmatically,infiniai-tech,Pre-A,62,133,0.87,2,12,11.08,38.39,1,1,1.0,0.0,https://linkedin.com/in/ianai-urwicz-ab0b932,https://x.com/AleRettig,2026-03-09T08:55:10.718847+00:00,5.0,41.7,12.0,4.897839799950911,3.6735119769828146,0.6259384308664953,1.0986122886681096,2.5649493574615367,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.754198920234579,-0.1542064235912306,0.2176348542888984,-0.4419945840410748,-1.7786260615216918,0.1419132042889098,-1.592706606076517,-1.440522031921067,0.8688074982205048,-1.3133346070545804,0.2135091166623051,-0.2927,36.1
29368,CodeAnt AI,codeant-ai,W24,https://codeant.ai/,https://www.ycombinator.com/companies/codeant-ai,"San Francisco, CA, USA",United States of America,10.0,AI Code Health Platform,CodeAnt-AI,Pre-A,45,55,4.5,2,8,5.5,17.39,4,0,0.92,1.0,https://linkedin.com/in/amartya-jha,https://x.com/CodeAntAI,2026-03-09T08:55:10.718847+00:00,17.0,170.0,10.0,4.02535169073515,2.91180703861623,1.7047480922384253,1.0986122886681096,2.1972245773362196,1.6094379124341003,0.0,0.6523251860396903,0.6931471805599453,5.14166355650266,-1.6452255926680617,-1.0941373475673828,0.7914488986156089,-1.7786260615216918,-0.34353814821665657,-1.2722621137405214,-1.7530343470211536,0.520059714476671,1.4746928631161567,1.4737924785902767,-0.2952,36.0
29256,Momentic,momentic,W24,https://momentic.ai,https://www.ycombinator.com/companies/momentic,"San Francisco, CA, USA",United States of America,12.0,The AI-native automated testing platform,momentic-ai,Pre-A,83,184,0.82,2,0,15.33,53.12,23,2,0.92,0.0,https://linkedin.com/in/hungweiwu,https://x.com/itsjeffan,2026-03-09T08:55:10.718847+00:00,5.0,41.7,12.0,5.220355825078325,3.991203803302587,0.598836501088704,1.0986122886681096,0.0,3.1780538303479458,1.0986122886681096,0.6523251860396903,0.0,3.754198920234579,0.3969501718054421,0.7647486847662159,-0.4729812352074392,-1.7786260615216918,-3.2442010909284216,-0.723686957405644,-1.2577140465739627,0.520059714476671,-1.3133346070545804,0.2135091166623051,-0.3444,33.5
26290,Mono,mono-2,W22,https://mono.la,https://www.ycombinator.com/companies/mono-2,"Bogotá, Bogota, Colombia",Colombia,30.0,Embedded finance infrastructure for LatAm enterprises.,mono,Series B/C,41,112,0.58,5,9,3.73,20.45,5994,1508,0.88,0.34,https://linkedin.com/in/sebastian-ortiz-v,https://x.com/juanpoveda93,2026-03-09T08:55:10.718847+00:00,1.0,3.3,30.0,4.727387818712341,3.065724645374026,0.4574248470388754,1.791759469228055,2.302585092994046,8.698681067461614,7.319202458767849,0.6312717768418579,0.29266961396282,1.4586150226995167,-0.4454965497824902,-0.8290677284126318,-0.6346624745445502,0.704709545645273,-0.20444661130868658,1.20698256792589,1.5469010335541549,0.34019761111097235,-0.13613740233762378,-1.8716511939852174,-0.3531,33.1
27839,Cosine,cosine,W23,http://www.cosine.sh,https://www.ycombinator.com/companies/cosine,"London, UK",United Kingdom,12.0,Fully Agentic SWE,CosineAI,Pre-A,102,102,0.0,3,4,8.5,29.44,0,2,1.0,0.0,https://linkedin.com/in/alistair-pullen-616129226,https://x.com/AlistairPullen,2026-03-09T08:55:10.718847+00:00,18.0,150.0,12.0,4.634728988229636,3.415757532993485,0.0,1.3862943611198906,1.6094379124341003,0.0,1.0986122886681096,0.6931471805599453,0.0,5.017279836814924,-0.6038437994179445,-0.2262576525066924,-1.1576534307692323,-0.7479486612530053,-1.119503889128183,-1.8351135067054802,-1.2577140465739627,0.8688074982205048,-1.3133346070545804,1.3608103323650538,-0.4096,30.2
25911,Cypher,cypher,W22,https://cypherhq.io/,https://www.ycombinator.com/companies/cypher,"Palo Alto, CA, USA",United States of America,12.0,Crypto Neo-Bank (WhatsApp moment for bank accounts),CypherpunkArmory,Pre-A,105,105,0.0,2,7,8.75,30.31,4317,661,0.71,0.04,https://linkedin.com/in/kuberanmarimuthu,https://x.com/Cypher_HQ_,2026-03-09T08:55:10.718847+00:00,2.0,16.7,12.0,4.663439094112067,3.443937535338314,0.0,1.0986122886681096,2.0794415416798357,8.370547611074752,6.495265555937008,0.5364933705145685,0.039220713153281295,2.8735646395797834,-0.554780301858754,-0.17772738591361806,-1.1576534307692323,-1.7786260615216918,-0.4990292574699333,1.0922279871005711,1.1754208685593952,-0.46950704790597364,-1.1555781756099628,-0.5864022488899376,-0.4242,29.5
25522,Unlayer,unlayer,W22,https://unlayer.com,https://www.ycombinator.com/companies/unlayer,"San Francisco, CA, USA",United States of America,35.0,Unlayer makes embeddable email and web editing software.,unlayer,Series B/C,49,111,0.79,3,4,3.17,18.76,5109,856,0.72,0.15,https://linkedin.com/in/adeelr,https://x.com/adeelraza,2026-03-09T08:55:10.718847+00:00,4.0,11.4,35.0,4.718498871295094,2.983659692319722,0.5822156198526637,1.3862943611198906,1.6094379124341003,8.53895468319775,6.75343791859778,0.5423242908253616,0.13976194237515868,2.517696472610991,-0.46068711897425124,-0.9703961073438817,-0.49198451110555597,-0.7479486612530053,-1.119503889128183,1.1511231792650347,1.291820451523578,-0.41969271228925065,-0.7511738631970021,-0.9096499325764266,-0.4953,25.9
29380,Conduit,conduit-ai,W24,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator,https://www.ycombinator.com/companies/conduit-ai,"San Francisco, CA, USA",United States of America,18.0,Conversational AI agents for Customer Service.,conduitxyz,Series A (low traction),24,79,0.44,4,15,4.39,18.62,6,13,0.58,1.0,https://linkedin.com/in/punnkam,https://x.com/0xpunnk,2026-03-09T08:55:10.718847+00:00,3.0,16.7,18.0,4.382026634673881,2.976549454137217,0.36464311358790924,1.6094379124341003,2.772588722239781,1.9459101490553132,2.639057329615259,0.4574248470388754,0.6931471805599453,2.8735646395797834,-1.035693871920519,-0.9826410230935261,-0.740743304678337,0.05150683972820668,0.4160280203495629,-1.1545913010840316,-0.5631890459212225,-1.1450000670518932,1.4746928631161567,-0.5864022488899376,-0.5505,23.2
